text,topic
"Borders 19-20 Ulster

Ulster clung on for a morale-boosting Celtic League win over bottom club Borders at Netherdale on Friday night.

A late try by Borders substitute Jonny Weston had set up a dramatic finish, but the Scottish side could not complete the fightback. Ulster had led 20-6 with tries from Paul Steinmetz and Bryn Cunningham. But the Irish province failed to add to the tally in the second half and ended up relieved to get the win to lift them to eighth place in the table. Borders had edged ahead with a sixth-minute penalty by Charlie Hore - only to hand the visitors the initiative via a gift try. Calum MacRae surrendered possession before centre Steinmetz sent a chip into the danger zone. Substitute Joe Pattison - who had come on for the injured Gareth Morton - wrongly thought the ball was trickling out of play and eased up on the chase.

The speedy Steinmetz had other ideas and he raced up to get the vital touch in the nick of time, giving Adam Larkin an easy conversion. Ally Warnock clawed back three points for Borders, but they were soon hit by another double-blow. First, Mark Blair was yellow carded for killing the ball on the ground and then full-back Cunningham bagged the second touchdown in the wake of fine work by skipper Andy Ward. Larkin again added the extras. Even worse was to come for Borders when Larkin kicked two more penalties just before the break, the second of which also led to Kelly Brown being sin-binned. The hosts gave themselves a glimmer of hope immediately after the restart, however, when Warnock struck a penalty at the other end. And he repeated the feat to set up the tense finale. Ulster coach mark McCall said he was delighted to get the victory. ""Borders are a tougher proposition this year in spite of the fact that they have not had a victory in some time,"" said McCall. ""In the first 20 minutes we were edgy but in the second 20 minutes we played some of our best rugby this season and scored two good tries.""

Morton, Moffat, MacRae, Hore, Berthinussen, Warnock, Moore, Thomson, Ford, Douglas, Blair, Stewart, Gray, Brown, McEntee.

Kay, Parr, McGee, Rennick, Weston, Millar, Pattison.

Cunningham, Maxwell, Bell, Steinmetz, Howe, Larkin, Campbell, S. Best, Shields, Moore, Frost, McCullough, Ward, Feather, N. Best.

Brady, McCormick, Longwell, Browne, Doak, S. Young, Bowe.

Phil Fear (WRU)
",rugby
"Lions blow to World Cup stars

British and Irish Lions coach Clive Woodward says he is unlikely to select any players not involved in next year's RBS Six Nations Championship.

World Cup winners Lawrence Dallaglio, Neil Back and Martin Johnson had all been thought to be in the frame for next summer's tour to New Zealand. ""I don't think you can ever say never,"" said Woodward. ""But I would have to have a compulsive reason to pick any player who is not available to international rugby."" Dallaglio, Back and Johnson have all retired from international rugby over the last 12 months but continue to star for their club sides. But Woodward added: ""The key thing that I want to stress is that I intend to use the Six Nations and the players who are available to international rugby as the key benchmark. ""My job, along with all the other senior representatives, is to make sure that we pick the strongest possible team. ""If you are not playing international rugby then it's still a step up to Test rugby. It's definitely a disadvantage.

""I think it's absolutely critical and with the history of the Lions we have got to take players playing for the four countries."" Woodward also revealed that the race for the captaincy was still wide open. ""It is an open book,"" he said. ""There are some outstanding candidates from all four countries."" And following the All Blacks' impressive displays in Europe in recent weeks, including a 45-6 humiliation of France, Woodward believes the three-test series in New Zealand will provide the ultimate rugby challenge. ""Their performance in particular against France was simply awesome,"" said the Lions coach. ""Certain things have been suggested about the potency of their front five, but they're a very powerful unit."" With his customary thoroughness, Woodward revealed he had taken soundings from Australia coach Eddie Jones and Jake White of South Africa following their tour matches in Britain and Ireland.

As a result, Woodward stressed his Lions group might not be dominated by players from England and Ireland and held out hope for the struggling Scots. ""Scotland's recent results have not been that impressive but there have been some excellent individual performances. ""Eddie in particular told me how tough they had made it for Australia and I will take on board their opinions."" And Scotland forward Simon Taylor looks certain to get the call, provided he recovers from knee and tendon problems. ""I took lessons from 2001 in that they did make a mistake in taking Lawrence Dallaglio when he wasn't fit and went on the trip. ""Every player has to be looked at on their own merits and Simon Taylor is an outstanding player and I have no doubts that if he gets back to full fitness he will be on the trip. ""I am told he should be back playing by March and he has plenty of time to prove his fitness for the Lions - and there are other players like Richard Hill in the same boat.""
",rugby
"Campbell to be Lions consultant

Former government communications chief Alastair Campbell will act as a media consultant to Sir Clive Woodward's 2005 Lions on their tour to New Zealand.

Campbell, who left Downing Street earlier this year, will advise on media strategy before and during the tour. ""I hope I can contribute to the planning and preparation, and to ensuring the media and public get the most out of the tour itself,"" he said. ""I am also looking forward to going out for the later stages of the tour."" Woodward's decision to call in Prime Minister Tony Blair's former spin doctor springs from the deterioration in media relations on the last Lions tour of Australia in 2001, when New Zealander Graham Henry was the head coach. The furore surrounding the newspaper diaries of Matt Dawson and Austin Healey was compounded by other disillusioned players venting their frustration through the media. ""The Lions is a massive media event,"" said Woodward, who will be the head coach. ""There will be a huge level of interest from the travelling media, the fans that will go out in their thousands and the New Zealand public. ""We need to have the strategy and processes in place to deal with the pressures that will bring. ""[Alastair] will act as an advisor both in the build up to and on the tour itself. His role is to work closely with not only myself but (tour manager) Bill Beaumont, (media manager) Louisa Cheetham and (team manager) Louise Ramsay."" Campbell is due to resume working for the government in the new year in the build-up to an anticipated May general election. The Lions leave for New Zealand on 24 May, with the first Test match against the All Blacks in Christchurch on 25 June.
",rugby
"Lions blow to World Cup winners

British and Irish Lions coach Clive Woodward says he is unlikely to select any players not involved in next year's RBS Six Nations Championship.

World Cup winners Lawrence Dallaglio, Neil Back and Martin Johnson had all been thought to be in the frame for next summer's tour to New Zealand. ""I don't think you can ever say never,"" said Woodward. ""But I would have to have a compulsive reason to pick any player who is not available to international rugby."" Dallaglio, Back and Johnson have all retired from international rugby over the last 12 months but continue to star for their club sides. But Woodward added: ""The key thing that I want to stress is that I intend to use the Six Nations and the players who are available to international rugby as the key benchmark. ""My job, along with all the other senior representatives, is to make sure that we pick the strongest possible team. ""If you are not playing international rugby then it's still a step up to Test rugby. It's definitely a disadvantage.

""I think it's absolutely critical and with the history of the Lions we have got to take players playing for the four countries."" Woodward also revealed that the race for the captaincy was still wide open. ""It is an open book,"" he said. ""There are some outstanding candidates from all four countries."" And following the All Blacks' impressive displays in Europe in recent weeks, including a 45-6 humiliation of France, Woodward believes the three-test series in New Zealand will provide the ultimate rugby challenge. ""Their performance in particular against France was simply awesome,"" said the Lions coach. ""Certain things have been suggested about the potency of their front five, but they're a very powerful unit."" With his customary thoroughness, Woodward revealed he had taken soundings from Australia coach Eddie Jones and Jake White of South Africa following their tour matches in Britain and Ireland.

As a result, Woodward stressed his Lions group might not be dominated by players from England and Ireland and held out hope for the struggling Scots. ""Scotland's recent results have not been that impressive but there have been some excellent individual performances. ""Eddie in particular told me how tough they had made it for Australia and I will take on board their opinions."" And Scotland forward Simon Taylor looks certain to get the call, provided he recovers from knee and tendon problems. ""I took lessons from 2001 in that they did make a mistake in taking Lawrence Dallaglio when he wasn't fit and went on the trip. ""Every player has to be looked at on their own merits and Simon Taylor is an outstanding player and I have no doubts that if he gets back to full fitness he will be on the trip. ""I am told he should be back playing by March and he has plenty of time to prove his fitness for the Lions - and there are other players like Richard Hill in the same boat.""
",rugby
"Wilkinson fit to face Edinburgh

England captain Jonny Wilkinson will make his long-awaited return from injury against Edinburgh on Saturday.

Wilkinson, who has not played since injuring his bicep on 17 October, took part in full-contact training with Newcastle Falcons on Wednesday. And the 25-year-old fly-half will start Saturday's Heineken Cup match at Murrayfield on the bench. But Newcastle director of rugby Rob Andrew said: ""He's fine and we hope to get him into the game at some stage."" The 25-year-old missed England's autumn internationals after aggravating the haematoma in his upper right arm against Saracens. He was subsequently replaced as England captain by full-back Jason Robinson. Sale's Charlie Hodgson took over the number 10 shirt in the internationals against Canada, South Africa and Australia. Wilkinson's year has been disrupted by injury as his muscle problem followed eight months on the sidelines with a shoulder injury sustained in the World Cup final.
",rugby
"Dallaglio eyeing Lions tour place

Former England captain Lawrence Dallaglio still harbours hopes of a place on the British and Irish Lions tour to New Zealand.

Lions coach Sir Clive Woodward has made it clear he will pick his squad to tour next summer based on form shown in the Six Nations championship. But Dallaglio, who called time on England earlier this year, said: ""I assure you I wouldn't let anyone down. ""I know what it takes and what I have to offer,"" he told the Daily Telegraph. Dallaglio toured South Africa with the Lions in 1997 but was forced home early with a knee injury from the trip to Australia three years ago.

The 32-year-old also felt concentrating on club rugby could have prolonged his international shelf-life. He said: ""I'll be in good shape and fresh without another 10 Tests on the clock. ""From what I witnessed at close quarters on Sunday in our Heineken Cup match against Leicester, I certainly didn't feel out of place alongside those players, many of whom will be on the trip.

""If I'm fit and playing well, then I'm most certainly available. ""If Clive feels he has no need to look outside the international crop, then fine. If he does, then he won't need to look too far, will he?""
",rugby
"Dawson set for new Wasps contract

European champions Wasps are set to offer Matt Dawson a new deal.

The 31-year-old World Cup winning scrum-half has impressed since joining the London side from Northampton this summer on a one-year contract. Wasps coach Warren Gatland told the Daily Mirror: ""We have not yet offered Matt a new contract but we will be doing so. ""I'm very happy with his contribution and I think he's good enough to play for another couple of years."" Dawson played a vital part in England's World Cup win last year but has fallen out of favour with new coach Andy Robinson after missing a training session in September. However he hopes the new deal will help him regain his England place.

""Rugby is still my priority and there's still a burning desire within me to play the best rugby I possibly can,"" he said. ""I know within myself, if I was given the chance I could play for England again. ""I know I'm fit enough, I'm strong enough, I'm skilful enough.""
",rugby
"Healey targets England comeback

Leicester wing Austin Healey hopes to use Sunday's return Heineken Cup clash with Wasps as a further springboard to an England recall for the Six Nations.

Healey, who won 51 caps prior to the 2003 World Cup, has been in good form in the Tigers' resurgence this season. ""I definitely still have ambitions to play for England,"" Healey told the BBC. ""We will have to see what happens after the previous (autumn) Tests but when I look at the current squad I definitely feel there is a place there for me."" Healey, who has also played both half-back positions and full-back during his career, has reverted to the wing, where he won most of his England caps. After recovering from a trapped nerve in his back sustained at the end of September, the 31-year-old is relishing his role in the Tigers revival. ""I had six weeks out but fortunately I have resumed the sort of form I had before,"" he said.

""I am basically playing where it best suits Leicester. Obviously I can play scrum-half, fly-half or full-back at a moment's notice. ""But playing on the wing actually gives me a bigger free role to come in where I am not expected and influence things."" That has been apparent in parts one and two of the Wasps-Leicester trilogy in recent weeks. First, Healey came off his flank with an angled run to score an injury-time try that earned the Tigers a 17-17 draw in their Premiership meeting on 21 November. Then, in the first of their Heineken cup double header last Sunday, Healey slotted in at stand-off and delivered a superb cross-kick for Martin Corry to score the Tigers' third try. ""I caught 'Cozza's' eye a couple of phases before that and was hoping to get it to him on the full, but fortunately even with the bounce he managed to score,"" Healey recalled.

Healey, twice a Heineken Cup winner, believes last Sunday's match was ""up there"" with some of the biggest club contests he has played in. ""It was a very intense occasion and a very destructive game,"" he recalled. ""There was not a huge amount of rugby played but it was a great game to be involved in. ""After about 15 minutes I thought we might stride away with it but Wasps really came back into it and in the last couple of minutes it could have gone either way.""

The same outcome this Sunday would put Leicester in pole position to top their Heineken pool with a home game against Biarritz and away trip to Calvisano to come. But Healey insists the Tigers must summon the same desire if they are to deliver the knockout blow in what has been dubbed ""rugby's version of Rocky II"". ""There was a lot of satisfaction in the dressing room aftewards but it is really only a case of a job half done,"" he added. ""It was the first of a two-leg trip and if we lose at Welford Road it will negate all the positives we can take from result. ""I think it came down to who wanted it more and in the end I think we did. We have got to show the same desire again this week.""
",rugby
"Johnson rules out Lions tour

Former England captain Martin Johnson will not be touring New Zealand with the Lions this summer.

The 34-year-old will be playing in his own testimonial match against a Jonah Lomu XV on 4 June - the same day as the first game of the Lions tour. Johnson, who retired from the international game last year, has called a news conference on Monday to announce details of the match. The World Cup winner twice skippered the Lions and toured three times. The testimonial match, due to be played at Twickenham, is part of a series of events to mark Johnson's long career with Leicester, England and the Lions. The Lions will play the first of their warm-up matches against the Bay of Plenty on 4 June, in Rotorua.

Stuart Henry, a member of Johnson's testimonial committee, said: ""It can be taken as a fair assumption that Martin's involvement in the Twickenham fixture will mean he will not be going on the British Lions tour."" Johnson suggested back in December that it was unlikely he would take part in the 11-match tour. ""If you retire from international rugby, you know what you're getting into - or rather, you know what you're getting out of,"" he said.
",rugby
"Wilkinson: Injuries toughened me

England skipper Jonny Wilkinson insists his battle with injuries during 2004 has toughened him up mentally.

The fly-half returned to action for Newcastle in their 13-10 Heineken Cup win at Edinburgh at the weekend after seven weeks out with a bicep problem. Wilkinson, who also endured an eight-month lay-off with a shoulder injury, said: ""I was physically prepared for my first return but mentally it was hard. ""But having had this little time out since then I feel mentally stronger."" The 25-year-old, who has not played for England since drop-kicking his country to World Cup glory in November 2003, also admits he may have rushed his initial comeback in September.

Wilkinson says he does not plan to push himself too far too fast this time around. ""No-one can prepare you for what it's like to come back after basically an entire season out injured,"" Wilkinson added. ""The first time round, I'd done all the training and was more motivated than I've ever been.

""But sometimes that was met with disappointment after a few of the games, wondering why things were not working out when I thought I'd done all the right things in preparation. ""I think that's what I've changed this time, trying to be a bit more realistic about coming back. ""I'm not in any way less ambitious - but I just understand that I should get on with it and enjoy it."" Wilkinson also praised Dave Walder, who has been filling in for him for the Falcons. And he said the experience of starting a game on the bench - as happened against Edinburgh - has made him more appreciative of the role of replacement players. ""I hated the experience of being on the bench,"" Wilkinson said. ""But what it's done is given me enormous respect and admiration for players who can do that on a regular basis, and Dave Walder has been playing well in the team - so I have to accept it.

""To be an effective replacement is a skill in itself, and some of our players are fantastic at it. ""When you start the game you're fully involved, and you react to each second as it goes by - whereas as a replacement you have to watch the game tick by and then almost instantly switch on and join in when everyone else has had time to bed themselves into the match. ""It's so difficult, especially in a decision-making role - which is something our scrum halves, Hall Charlton and James Grindal, do on a regular basis to good effect.""
",rugby
"Gatland fears end of European run

Wasps coach Warren Gatland said the defending champions could pay a heavy price for their slow starts against Heineken Cup opponents Leicester.

Wasps are struggling to qualify for the next stage after the Tigers won both pool games between the two sides. ""We just weren't strong enough, and that has happened two weeks in a row,"" said a disappointed Gatland, whose side now lie third in pool one. ""We're relying on other teams now and we've got to get a result in Biarritz."" Leicester swept into a 19-0 lead at Welford Road on Sunday before running out 35-27 winners. ""We showed that we have got a lot of character by fighting back in the way we did, but Leicester thoroughly deserved their win,"" said Gatland. Wasps could still make the knock-out stages as one of the best two runners-up, but need other results in the pool to go their way even if they secure victories over Calvisano and Biarritz next month.

Wasps skipper Lawrence Dallaglio agreed with Gatland's assessment. ""When you are 19 points down in 15 minutes, you are playing catch-up rugby - and that is very difficult, especially away from home,"" said Dallaglio. ""We can't continue to give ourselves a mountain to climb in these games, even though we finished strongly on both occasions."" Leicester coach John Wells praised his team's performance in reeling off back-to-back wins over the reigning Premiership and European champions. ""We had to come up with the goods, and it was a massive effort,"" he said. ""It is in our hands now and we know that if we win our next two games we can go through to the quarter-finals. ""But, like last weekend, we could never get away from Wasps. We could never relax and get into any stride. ""Andy Goode has probably done more than anyone during the last two weeks to ensure we finished on the correct side of the score, but it was a massive team effort.""
",rugby
"Kafer quits Saracens

Saracens head coach Rod Kafer has resigned from the Premiership club.

The 33-year-old Australian, who replaced Wayne Shelford in August 2003, has decided to stand down after a disappointing start to the season. Saracens have decided to promote from within, with rugby manager Steve Diamond named as Kafer's replacement. ""Following talks about extending my contract, I came to the conclusion that my preference was to seek opportunities elsewhere,"" Kafer said. ""In light of this, chief executive Mark Sinderberry and I have decided that it is in the club's best interests that I stand down as head coach immediately. ""I would like to thank both Mark and the board of directors for their unwavering support during the last 18 months and wish the playing and management staff all the best for the remainder of the season."" Kafer, who was part of the Australia team that won the World Cup in 1999, has been linked with a move to the new Perth-based Super 14 side. Saracens, the perennial under-achievers in the Premiership, have had a poor start to the season with only four victories in the first 11 league games.

Despite finishing third from bottom last season, hopes were high for this campaign but they are currently eighth in the table. However the news of Kafer's decision comes just two days after their convincing 52-6 victory over Parma in the European Challenge Cup. Sinderberry said: ""On behalf of the board of directors, I would like to thank Rod for his efforts over the past 18 months. ""He took over the club at a difficult time and he leaves us in a better position with a more focused coaching and playing structure."" Diamond is the latest man to be charged with winning Saracens' first trophy since the 1998 Tetley's Bitter Cup. He joined the club back in March after a successful three years with Sale. Together with Jim Mallinder, Diamond steered the club to second in the Premiership as well as Parker Pen Shield glory. ""Steve will now take on the role of head coach and will be supported by the existing coaching staff,"" said Sinderberry. ""When Steve was appointed, it was with a view that he would succeed Rod should he take the decision to leave Saracens. ""Steve knows the club and the players and we believe he is the right person to take the role.""
",rugby
"Kafer resigns as Saracens coach

Saracens head coach Rod Kafer has resigned from the Premiership club.

The 33-year-old Australian, who replaced Wayne Shelford in August 2003, has decided to stand down after a disappointing start to the season. Saracens have decided to promote from within, with rugby manager Steve Diamond named as Kafer's replacement. ""Following talks about extending my contract, I came to the conclusion that my preference was to seek opportunities elsewhere,"" Kafer said. ""In light of this, chief executive Mark Sinderberry and I have decided that it is in the club's best interests that I stand down as head coach immediately. ""I would like to thank both Mark and the board of directors for their unwavering support during the last 18 months and wish the playing and management staff all the best for the remainder of the season."" Kafer, who was part of the Australia team that won the World Cup in 1999, has been linked with a move to the new Perth-based Super 14 side. Saracens, the perennial under-achievers in the Premiership, have had a poor start to the season with only four victories in the first 11 league games.

Despite finishing third from bottom last season, hopes were high for this campaign but they are currently eighth in the table. However the news of Kafer's decision comes just two days after their convincing 52-6 victory over Parma in the European Challenge Cup. Sinderberry said: ""On behalf of the board of directors, I would like to thank Rod for his efforts over the past 18 months. ""He took over the club at a difficult time and he leaves us in a better position with a more focused coaching and playing structure."" Diamond is the latest man to be charged with winning Saracens' first trophy since the 1998 Tetley's Bitter Cup. He joined the club back in March after a successful three years with Sale.

Together with Jim Mallinder, Diamond steered the club to second in the Premiership as well as Parker Pen Shield glory. ""Steve will now take on the role of head coach and will be supported by the existing coaching staff,"" said Sinderberry. ""When Steve was appointed, it was with a view that he would succeed Rod should he take the decision to leave Saracens. ""Steve knows the club and the players and we believe he is the right person to take the role.""
",rugby
"Hurter flees Falcons nest for SA

Newcastle tight-head prop Marius Hurter will end six years in the north-east when he returns to his native South Africa before the new year.

Hurter, 34, has signed a deal to play Super 12 rugby with the Cats and then the Currie Cup with the Lions. He also wants to further his law studies, while his wife is expecting their first child in seven months. Falcons boss Rob Andrew, said: ""Losing Marius is a blow to us but we recognise he has a new life to go to."" Hurter, capped 13 times by the Springboks, was a member of their World Cup-winning squad in 1995.

He signed for the Falcons in 1998 and has played over 100 Zurich Premiership matches, helping the club lift the Powergen Cup in 2001 and 2004. Hurter will remain in contention for the Falcons' next two matches against Saracens and Leeds, before flying to South Africa on 30 December. ""We obviously wish Marius and his family all the best for their future, and I just hope that South Africa is ready for a guy who we would certainly class as a fully fledged Geordie,"" Andrew added. ""His shoes will be big ones to fill, but we are looking at replacements as we try and build on all the good work that Marius has done for us, not only with his own play but with his help for all of the younger props at the club."" Hurter said: ""I've had an amazing time here. It's been a great six years, but the plan was always to go back. ""Newcastle is a fantastic city with wonderful people, but my heart still lies in South Africa.""
",rugby
"O'Shea to head up RFU Academies

London Irish managing director Conor O'Shea is to leave the Exiles to take up a post as the Rugby Football Union's Director of Regional Academies.

O'Shea will start his new role in the spring, monitoring players capable of developing into England internationals. ""I look on this move to Twickenham as a huge challenge and one I simply could not turn down,"" O'Shea said. ""I can see so much potential for moving the academy network onto another level and that excites me enormously."" O'Shea, who won 35 caps for Ireland at full-back, was forced to retire as player in 2001 after a series of ankle operations. He then became the Exiles' director of rugby before taking up the managing director role in 2003. O'Shea will manage the network of 14 England regional rugby academies, working closely with David Shaw, who has been instrumental in establishing the system, and Brian Ashton, who runs the National Academy in Bath.
",rugby
"Wasps thrown out of Powergen Cup

Zurich Premiership champions Wasps have been disqualified from the Powergen Cup by the Rugby Football Union (RFU) for fielding an ineligible player.

Hooker Jonny Barrett played in Wasps' sixth-round 43-33 win over Bristol last weekend even though he was cup-tied. The ruling by the RFU is unprecedented in English rugby and means Bristol will take Wasps' quarter-final place against local rivals Gloucester on 22 January. Wasps have no plans to appeal against the decision. ""The club has admitted its mistake and needs to take the punishment like all clubs in this tournament,"" said Wasps chief executive David Davies.

""At this time of year, with other major games coming up, it was in everyone's best interest to make a quick decision and allow us to concentrate on the upcoming fixtures against Gloucester and Biarritz in the Heineken Cup. ""We regret the deep embarrassment this incident causes to the club, our supporters and its players."" During a loan spell at Henley earlier this season, Barrett took part in the club's third-round defeat at the hands of Moseley on 16 October. Wasps director of rugby Warren Gatland then fielded the hooker against the Shoguns in contravention of RFU rules.

The mistake, described as ""an administrative oversight"", came to light after a joint investigation between Wasps and the RFU.

""We have accepted it as a mistake made on the part of the club,"" said RFU community and operations director Terry Burwell. ""The regulations are very clear, however, and we had no other option but to enforce them. The penalty will take effect for this season only."" Wasps won English rugby's premier domestic cup competition in 1999 and 2000. But the news they will not be able to advance this time around will further dent their ambitions this season. Wasps are struggling to maintain their Heineken Cup title defence after back-to-back defeats by Leicester earlier this month in the group stages. And the reigning domestic champions are second behind the Tigers in the Premiership.
",rugby
"Wilkinson targets Ireland

Jonny Wilkinson says he is ""massively positive"" about his chances of playing some part in the Six Nations.

A knee injury has ruled him out of England's first two matches against Wales and France, but he is hoping to feature against Ireland on 27 February. ""I'm coming on really well. The physios at England and Newcastle are as happy as they could possibly be at this point."" said the England fly-half. Wilkinson has not played for England since their 2003 World Cup final win. ""The injury is to my left leg so, as a kicker, I need to make sure I'm really right so I can play my usual game.""

""All I can do is try to get back. It (the knee injury) happened two and a half weeks ago and the limit was then set of six to eight weeks, which is the second half of the Six Nations."" ""I'm just concentrating on doing my bit, which is the rehab. ""All I can do is free myself up for selection and then see what people want to do with me, whether they want to play me or leave it."" If he does not recover in time for England's Six Nations season, his next target would be the British and Irish Lions tour to New Zealand. ""I'm looking to play first for Newcastle, then think about England and only then will I think about the Lions."" he said. ""As with my other injuries, I'm taking it day by day.""
",rugby
"Marshall set for Leeds move

All Blacks scrum-half Justin Marshall has agreed a two-year contract to play for Leeds from next season.

The 31-year-old has a release clause in his New Zealand contract which allows him to move after the 2005 Lions tour. ""It is a really exciting challenge and something new for me,"" Marshall told BBC Sport. Leeds rugby director Phil Davies added: ""Justin is a world class player who will add greatly to this group with his professionalism on and off the field."" Marshall is the most capped New Zealand back of all time with 77 Tests behind him, but was left at home for the All Blacks' European tour in November. He did travel to England to captain the Barbarians against his international team-mates at Twickenham, and is intent on reclaiming his Test spot ahead of the Lions' visit in June. ""I am committed to New Zealand rugby this season,"" he added. ""I enjoy a good challenge and it would be great to face the Lions."" Marshall is preparing to start training with the Canterbury Crusaders, whom he has helped to four Super 12 titles, on Monday ahead of the new season. His intended departure later this year comes with the blessing of All Blacks coach Graham Henry. ""I fully understand why Justin is making the change at this stage of his career,"" Henry said. ""While we never like losing world-class players from our ranks, there is no doubting that he has served New Zealand rugby well over a long period of time.""
",rugby
"Scrum-half Williams rejoins Bath

Bath have signed their former scrum-half Andy Williams on a short-term deal from the Neath-Swansea Ospreys.

Wales international Williams, whose contract with the Welsh region was due to expire in June, has agreed a contract until the end of the season. With Martyn Wood's injury likely to keep him out until February, Bath need experienced back-up to Nick Walshe. Said Williams: ""When this opportunity presented itself, I did not really have to think twice about it."" Williams, capped by Wales against Romania in 2003, should figure in the match squad for Monday's Zurich Premiership match at Sale Sharks. He lost his Ospreys starting place to New Zealander Jason Spice and has fallen further behind in the pecking order. The Welsh region has two outstanding young No 9 prospects in Richie Rees and Rhodri Wells. Bath director of rugby Jack Rowell, though, believes Williams fits the bill perfectly. ""He has been playing regular Heineken Cup and Celtic League rugby and he has a great affection for Bath,"" Rowell told Bath's official website. ""We are delighted to be able to welcome him back to the club.""
",rugby
"Bath faced with Tindall ultimatum

Mike Tindall's agent has warned Bath they have until next week to improve their contract offer to the England man or risk losing him to a rival club.

Dipo Alli says he has received an offer for Tindall which dwarfs Bath's deal and that two other clubs want to talk. ""Mike does not want to go into the Six Nations worrying about where he will be playing his club rugby next season,"" Alli told the Guardian newspaper. ""It is up to (Bath owner) Andrew Brownsword. He has to make it happen."" Tindall is out of contract at the end of the season but it is understood that Brownsword is unwilling to break the club's salary structure to accommodate the 26-year-old's demands. But Alli insists the player is worth more than Bath have put on the table. ""Mike has been at Bath for eight years and wants to remain with the club and his demands are anything but excessive,"" the agent added. ""But Brownsword has to recognise Mike's value and we want to resolve things by the end of next week.""
",rugby
"Tindall wants second opinion

England centre Mike Tindall is to seek a second opinion before having surgery on a foot injury that could force him to miss the entire Six Nations.

The Bath player was already out of the opener against Wales on 5 February because of a hand problem. ""Mike had a specialist review on a fracture in his right mid foot,"" said England doctor Simon Kemp. ""Before a final decision is made on surgery... medical teams have decided he should see a second specialist.""

England coach Andy Robinson is already without centre Will Greenwood and flanker Richard Hill while fly-half Jonny Wilkinson is certain to miss at least the first two games. Robinson is expected to announce his new-look England line-up on Monday for the match at the Millennium Stadium. And Newcastle's 18-year-old centre Mathew Tait is set to stand in for Tindall alongside club team-mate Jamie Noon.

Meanwhile, Tindall is targeting a return to action before the end of the regular Zurich Premiership season on 30 April. He will also aim to be back to full fitness before the Lions tour to New Zealand this summer.
",rugby
"Paris promise raises Welsh hopes

Has there been a better Six Nations match than Saturday's epic in Paris?

And can the Welsh revival continue all the way to a first Grand Slam since 1978? Those are the two questions occupying not just Wales supporters but rugby fans as a whole after a scintillating display in Paris. Welsh legend Mervyn Davies, a member of two of three Grand Slam-winning sides of the 1970s, hailed it as ""one of the great performances of the past three decades"". Martyn Williams, Wales' two-try scorer on the day, called it ""one of the most surreal games I have ever played in"". A crestfallen France coach, Bernard Laporte, simply observed: ""There was a French half and there was a Welsh half"". And what a half it was for the Red Dragonhood, transforming a 15-6 half-time deficit into an 18-15 lead within five mesmerising minutes of the second period. But while that passage of play showed the swelling self-belief of a side prepared to back its own spirit of adventure, the final quarter told us a whole lot more about this Welsh side. That they recovered from a battering in the first half-hour to first stem the tide before half-time, then reverse it on the resumption, was remarkable enough. But in resisting a seemingly unstoppable wave of French pressure in a nail-biting final five minutes, Wales showed not only their physical attributes but their mental resolve.

In international rugby, any of the top seven sides can beat each other on a given day, but the great sides are those that win the close contests on a consistent basis. England suffered some infamous Six Nations disappointments en route to World Cup glory, the pain of defeat forging bonds that ultimately led to victory when it really mattered. Wales have some way to go before they can be remotely considered in a similar light. But the signs are that players previously on the receiving end are learning how to emerge on the right side of the scoreline. Ten of the 22 on duty on Saturday were also involved when Wales were trounced 33-5 in Paris two years ago. But since they threw off the shackles against New Zealand in the 2003 World Cup, Wales have rediscovered much of what made them a great rugby nation in the first place.

""The confidence in the squad has been building and building since the World Cup and we now have young players who are becoming world class,"" noted coach Mike Ruddock. The likes of Michael Owen, Gethin Jenkins, Dwayne Peel and Gavin Henson are certainly building strong cases for inclusion on this summer's Lions tour to New Zealand. And players like Stephen Jones, Martyn Williams, Shane Williams and Gareth Thomas are proving it is not only the youngsters that are on an upward curve. Jones, after his superb man-of-the-match display, observed that ""we are a very happy camp now"". Ruddock and Thomas can take much of the credit for that, ensuring the tribal and regional divisions that have often scarred Welsh rugby do not extend to the national squad. The

joie de vivre

so evident in that magical second-half spell in Paris also stems from a style of play that first wooed supporters the world over in the 1970s.

If England had half the innate attacking exuberance Wales have produced in this championship, they would not be contemplating the debris of three consecutive defeats. Similarly, Wales have learnt that style alone does not win matches, and that forward power, mental toughness and good decision-making under pressure are equally important. So on to Murrayfield, where Wales have not won on their last three visits. While the hype in the Principality will go into overdrive, the players will set about the task of beating Scotland. Only then - with the visit of Ireland to finish - can they start thinking about emulating the hallowed players of the 1970s, and writing their own names into Welsh legend.
",rugby
